# name alts lats offset cos1 sin1 cos2 sin2 lya kp Rsq diff rdiff Fvalue ddof oferr c1err s1err c2err s2err lyaerr kperr derr rderr
reference 60 42.5 21108241.9	10828589.4	4456637.32	1684139.91	5762178.5	20842931.9	5151272.48 	0.286918 	0.0	0.0 	11.1991378	167 3121149.69	2421381.47	2354434.36	2458614.03	2351068.97	4543910.72	2128745.97 	0.1	0.01
MIPAS 60 47.5 32143597.6	9683873.06	6517393.02	1108860.11	6123642.36	27698326.4	3694603.76 	0.543586 	10359495.3	0.274996284 	24.2168152	122 2357569.27	1698781.38	1705427.14	1783909.78	1698873.39	3358960.12	1434197.79 	1139713.44	0.0373004561
SCIAMACHY 60 47.5 384614.917	3320800.69	-1600574.03	-2736005.33	2604819.33	12375464.3	-1719456.26 	0.422320 	-29697219.8	-0.917669318 	4.6300568	38 1949510.14	1855205.13	1443044.36	1511327.82	1708990.86	3071206.97	1981456.04 	1862748.84	0.043221959
reference 60 47.5 21094487.2	10039489.8	7522899.84	184720.705	7168117.39	23241703.4	5551099.09 	0.300462 	0.0	0.0 	11.9548569	167 3283112.91	2571651.58	2453992.63	2572669.97	2512589.86	4770427.75	2245122.31 	0.1	0.01
MIPAS 60 52.5 24493771.4	8567624.05	10369958.7	1872859.19	6282191.88	36098237.1	7877138.74 	0.615057 	10184928.4	0.257494864 	32.4883254	122 2688316.82	1937106.41	1944684.52	2034177.63	1937211.33	3830194.56	1635403.92 	1288910.86	0.0446216871
SCIAMACHY 60 52.5 47926.2342	4001583.64	-3049782.78	-4232130.95	4159115.23	18948686.7	-2994626.5 	0.635397 	-29860358.3	-0.917451259 	10.7466931	37 1880140.99	1695209.78	1466111.01	1550058.44	1592822.78	3086605.57	1858409.63 	2295894.67	0.0797287663
reference 60 52.5 14873053.6	8845806.04	8443746.71	787982.441	6852045.39	32835571.7	8614161.3 	0.386857 	0.0	0.0 	17.4560079	166 3456897.31	2674196.19	2628179.92	2751461.74	2616148.46	5101956.6	2355748.86 	0.1	0.01
MIPAS 60 57.5 16409413.4	3714195.98	14268917.1	3468857.6	11050270.1	43996140.9	11943586.9 	0.567510 	10210549.8	0.243295967 	26.681246	122 3807482.99	2743538.14	2754271.07	2881020.83	2743686.73	5424732.88	2316234.67 	1835970.32	0.381487962
SCIAMACHY 60 57.5 2131580.46	1777593.76	-162972.097	-6523722.58	6789133.31	20791601.4	-5795654.53 	0.584102 	-29935475.6	-0.893614138 	8.66069975	37 2515690.48	2321101.79	1881126.66	2024170.46	2175056.05	4131354.85	2603205.11 	2983712	0.463489189
reference 60 57.5 10018582.2	4524687.79	12165598.1	1024869.85	11344739.3	35693308.2	11854574.8 	0.400179 	0.0	0.0 	18.458186	166 4077675.44	3163100.26	3075047.08	3235057.17	3106318.74	5978032.09	2794771.14 	0.1	0.01
MIPAS 60 62.5 12326120	-273280.475	14135676	-2799309.93	13185390.7	48567491.6	10016168.9 	0.603103 	10294235.2	0.265287769 	30.897466	122 3753522.27	2704655.94	2715236.76	2840190.19	2704802.43	5347852.04	2283408.34 	1814537.49	0.179062733
SCIAMACHY 60 62.5 1384621.85	-3549936.99	3293764.12	-9036123.45	6562926.77	22572570.4	-4696926.95 	0.503575 	-26038359.7	-0.803724719 	7.43894088	44 3649476.65	2963700.29	2670893.51	2955260.06	3000114.83	5239559.75	3383224.65 	2753467.95	0.0833069976
reference 60 62.5 7142215.04	900417.234	12023893.9	-5021510.68	12128874.5	40010177.8	9229538.29 	0.429484 	0.0	0.0 	21.7057102	173 3937939.62	2976702.6	2930060.99	3098430.12	2949105.8	5651344.36	2660909.06 	0.1	0.01
MIPAS 60 67.5 9910933.74	-769057.399	15028227.3	-5193324.35	13747755.3	53425067.8	9554163.61 	0.521846 	7426977.84	0.178666417 	22.0093862	121 4775079.81	3393577.59	3439847.51	3583206.29	3394873.27	6720997.07	2877119.56 	2264604.69	0.382831121
SCIAMACHY 60 67.5 3714410.39	-8519138.96	3659257.73	-13034799.7	10972797	27608074.3	-6218748.26 	0.518361 	-22108213.1	-0.704514568 	6.45745027	36 5647538.79	4907131.15	4747768.08	4634263.01	4540367.05	8768101.87	5536065.91 	3725896.82	0.197580331
reference 60 67.5 5123210.97	-2932329.08	14673911	-7019070.67	11826745.8	46216895.3	9736084.85 	0.455823 	0.0	0.0 	22.8954204	164 4338112.42	3297103.13	3306825.91	3396750.66	3223573.65	6334901.38	2912108.42 	0.1	0.01
MIPAS 60 72.5 10435300.3	3696457.2	1679940.65	-14830525.8	18083141.2	54003244.6	7299704.35 	0.414724 	5830481.22	0.14712399 	14.2900049	121 6274202.5	4525678.15	4541661.92	4740291.54	4517014.46	8945554.44	3811039.37 	3033819.03	1.27522918
SCIAMACHY 60 72.5 15658350.9	-23517068	14141748.7	-15438026.1	12845894.3	35339406.5	-10449756.7 	0.650259 	-19639515.7	-0.604331246 	9.6061857	31 6742684.86	7067516.87	7014177.67	4888919.68	5347132.1	12802450.6	5198065.71 	4556565.96	0.545439876
reference 60 72.5 8282032.4	-1083924.89	4920485.75	-13891914.6	16587526.8	53482054.1	3727829.32 	0.386592 	0.0	0.0 	16.70125	159 5325631.36	4103314.95	4051667.1	4074202.02	3993130.55	8209166.3	3477415.67 	0.1	0.01
MIPAS 60 77.5 15474262.1	11165913.8	-10783530.4	-23074991.7	18392026.1	29461603.3	10556881.4 	0.262147 	11996629.2	0.344838331 	6.15826049	104 9443950.01	6670074.92	6518524.15	6541429.84	6556650.23	12892979.2	5422948.43 	4470648.8	0.171259456
