#L1b product        : SCI_NL__1PUDPA20100218_001751_000060192087_00031_41668_6128.N1
#Orbit nr.          : 41668
#Ver. Proc.Soft.    : SciaL1c/6     
#Ver. Keydata       : 03.10
#Ver. M-factor      : -1.  
#Solar spectrum ID  : D0
  826
 214.9929   4.4339406e+11     0.058139939
 215.1421   6.0129699e+11     0.045467861
 215.2912   6.1180373e+11     0.054308616
 215.4402   4.7820548e+11     0.055098765
 215.5890   5.8757553e+11     0.055012785
 215.7378   5.5929949e+11     0.058140323
 215.8864   4.2575312e+11     0.053503662
 216.0347   5.2944408e+11     0.060598943
 216.1831   8.5453275e+11     0.053629216
 216.3313   6.0974295e+11     0.046493858
 216.4792    7.355992e+11      0.04969595
 216.6272    1.003923e+12     0.051405065
 216.7749   1.4555175e+12     0.054551892
 216.9226   2.8813248e+12     0.052680116
 217.0701   1.4291805e+12     0.043613564
 217.2174   9.7914651e+11     0.043574747
 217.3647    1.173579e+12     0.049089868
 217.5118   1.2694269e+12     0.052100193
 217.6588   1.2203535e+12      0.04963671
 217.8056   1.4214441e+12      0.04957708
 217.9523   1.3559792e+12      0.04828386
 218.0989     1.01634e+12     0.045505032
 218.2454   1.5636064e+12     0.048305694
 218.3918   2.1814641e+12     0.049947798
 218.5379   1.2842041e+12     0.047487479
 218.6840   1.3804297e+12     0.052889593
 218.8300    1.800174e+12     0.050458804
 218.9758    1.674014e+12     0.051528148
 219.1214   1.8813779e+12     0.049882948
 219.2669    1.987435e+12     0.047608484
 219.4124   2.3002609e+12     0.048602942
 219.5577   2.3100604e+12     0.052602947
 219.7029   1.7763888e+12     0.051996738
 219.8479   1.7257803e+12     0.047894016
 219.9928   2.3067149e+12     0.047011595
 220.1376   3.0628978e+12     0.051596023
 220.2823   2.3304405e+12     0.050500207
 220.4268   2.3685631e+12     0.049898524
 220.5713   3.3997641e+12     0.049527016
 220.7156   4.1124847e+12      0.04889556
 220.8598   3.0994897e+12     0.049386811
 221.0038   3.2418017e+12     0.050403714
 221.1477   3.3508101e+12     0.050416559
 221.2915   3.0054959e+12     0.049466223
 221.4352   2.5382819e+12     0.049332727
 221.5786   2.0867678e+12     0.049217701
 221.7221   1.8552571e+12     0.048719127
 221.8654    2.007425e+12     0.048806932
 222.0086   2.2211346e+12     0.048868991
 222.1516   2.1366327e+12     0.048604246
 222.2946   2.3314657e+12      0.04723604
 222.4374   2.6264417e+12     0.048931651
 222.5800   2.8834312e+12      0.04897508
 222.7226   3.0319918e+12     0.048263364
 222.8651   3.0150914e+12     0.048000459
 223.0074   3.0722037e+12     0.048531856
 223.1496   2.9170123e+12     0.047645815
 223.2917   3.0524252e+12     0.047414057
 223.4337   3.4542883e+12     0.047749382
 223.5755   3.9761758e+12     0.047724906
 223.7172   4.3809652e+12     0.048040546
 223.8589   4.5425801e+12     0.048029676
 224.0003   4.5359332e+12     0.048088182
 224.1417    4.686494e+12     0.047741577
 224.2829   4.5136237e+12     0.048831776
 224.4241   4.3220947e+12     0.048639733
 224.5652   4.2292017e+12     0.047931664
 224.7060   4.1853125e+12     0.048243351
 224.8468   4.4494037e+12     0.048655864
 224.9875   4.6617901e+12     0.048286736
 225.1281   4.8149886e+12     0.047420558
 225.2684   4.6211819e+12     0.047175106
 225.4088   4.1220199e+12     0.046903145
 225.5490   3.8960436e+12     0.046660997
 225.6890   3.9598094e+12     0.047070131
 225.8290   4.0055137e+12     0.047454335
 225.9689   4.1228362e+12     0.047251642
 226.1086   4.1219554e+12     0.047225252
 226.2482   3.9365847e+12     0.047252942
 226.3877   3.6440509e+12     0.047186919
 226.5271   3.4959209e+12     0.047679368
 226.6664   3.2797745e+12     0.047185179
 226.8056   3.1594507e+12      0.04675452
 226.9446   3.0148712e+12     0.046442125
 227.0836   2.7589516e+12      0.04692718
 227.2225   2.5957415e+12     0.048499685
 227.3612   2.5612439e+12     0.048175681
 227.4997   2.6334989e+12     0.047059711
 227.6382   2.7252147e+12     0.047540423
 227.7767    2.889591e+12     0.047344353
 227.9149   3.0913724e+12     0.047191102
 228.0531   3.2346921e+12     0.047252677
 228.1911   3.4217274e+12     0.047280632
 228.3290    3.620935e+12     0.047044344
 228.4669   4.0525184e+12     0.047236718
 228.6046   4.4422141e+12     0.046691358
 228.7422    4.615529e+12     0.046945561
 228.8798   4.3916748e+12        0.046843
 229.0172   3.9753624e+12     0.047071949
 229.1544    3.701504e+12     0.047781631
 229.2915    3.665153e+12     0.047150128
 229.4286   3.9005182e+12     0.047078468
 229.5657   4.2691453e+12     0.047179971
 229.7025   4.5572335e+12     0.047275741
 229.8392   4.5879342e+12     0.047349647
 229.9758    3.988473e+12     0.046659604
 230.1124   3.4407758e+12     0.046563335
 230.2488   3.3436195e+12      0.04700337
 230.3851    3.733166e+12     0.047558498
 230.5213   4.1679454e+12     0.047246888
 230.6574   4.6856379e+12     0.047304913
 230.7935   5.6194478e+12     0.046835244
 230.9294   6.0152207e+12     0.046609279
 231.0651   5.4384683e+12      0.04669109
 231.2008   4.5454071e+12     0.046774831
 231.3364   3.6801935e+12     0.046619404
 231.4719    3.473964e+12     0.046620559
 231.6073   4.3369774e+12      0.04672806
 231.7425    5.223831e+12     0.046828225
 231.8776   5.4590471e+12      0.04677045
 232.0127   5.1631987e+12     0.046638016
 232.1477   4.5806922e+12     0.046492487
 232.2825   4.2428269e+12     0.046570402
 232.4173   5.0078076e+12     0.046638113
 232.5520   6.2102034e+12     0.046489462
 232.6865   5.9485481e+12     0.046372294
 232.8209   4.7234406e+12     0.046274845
 232.9553   4.4229858e+12     0.046242323
 233.0896   4.8900604e+12     0.046395723
 233.2237   4.6949041e+12     0.046386886
 233.3577   4.0870011e+12     0.046276968
 233.4916   4.0234443e+12     0.046335269
 233.6255     4.67054e+12     0.046794042
 233.7593   5.0155125e+12     0.046680797
 233.8929      4.3813e+12     0.046327688
 234.0264   3.6665452e+12      0.04619392
 234.1598   3.8429791e+12     0.046420682
 234.2932   4.3516219e+12     0.046701837
 234.4265   4.0295352e+12     0.046857297
 234.5596   3.1904791e+12     0.046951268
 234.6926   2.9671579e+12     0.046643872
 234.8256    3.213401e+12     0.046483766
 234.9585   3.4844823e+12     0.046776757
 235.0912    4.150359e+12     0.047004711
 235.2238   5.1484348e+12     0.046755224
 235.3564   5.9138218e+12     0.046497513
 235.4889    6.003019e+12     0.046270322
 235.6213   5.7035939e+12     0.046283387
 235.7535   6.1493472e+12     0.046478692
 235.8858   6.2449585e+12     0.046088524
 236.0178   5.1779197e+12     0.046353769
 236.1497   4.1228265e+12     0.046818569
 236.2817   4.5132446e+12      0.04662462
 236.4135   5.3614865e+12     0.046592068
 236.5452   5.1444046e+12      0.04638185
 236.6768   4.5161539e+12     0.046498694
 236.8083   4.3085359e+12     0.046535615
 236.9398   4.6262549e+12     0.046632957
 237.0710   5.4269544e+12     0.046570346
 237.2022   6.2165457e+12     0.046347484
 237.3335   6.3683082e+12      0.04606447
 237.4645    5.089121e+12     0.046398949
 237.5954   4.4054856e+12     0.046900708
 237.7263   5.2650196e+12     0.046744712
 237.8571    5.945266e+12     0.046066288
 237.9877   5.1922443e+12     0.046194308
 238.1183   4.1550631e+12     0.046449896
 238.2487   3.3210782e+12     0.046311233
 238.3792   2.9335801e+12      0.04639351
 238.5095   3.6162199e+12     0.046679676
 238.6397   4.7769217e+12     0.046665877
 238.7699   5.2138444e+12     0.046761036
 238.8999   4.5049106e+12     0.046870705
 239.0299   4.3425952e+12     0.046661958
 239.1597   5.5027025e+12     0.046601202
 239.2895    5.973469e+12     0.046742417
 239.4191   5.4846192e+12     0.046800245
 239.5488   4.4759667e+12     0.046398778
 239.6783   3.6290235e+12     0.046350475
 239.8077   4.0145736e+12     0.046849594
 239.9370   4.4292196e+12      0.04715639
 240.0663   4.4722091e+12     0.046897378
 240.1954   5.0207638e+12     0.046770215
 240.3245   5.1391433e+12     0.046836849
 240.4534   4.4695615e+12     0.046858009
 240.5824   3.6961342e+12      0.04670646
 240.7112   3.6519018e+12     0.046797547
 240.8399    4.233052e+12     0.046662256
 240.9685   4.8365762e+12      0.04650927
 241.0971    4.391209e+12      0.04654463
 241.2255   3.8090234e+12      0.04678762
 241.3539   4.0734244e+12     0.046991471
 241.4822    4.729515e+12       0.0469831
 241.6104   5.7143334e+12     0.046730462
 241.7385   6.4315714e+12      0.04675268
 241.8665   6.9332726e+12     0.046914849
 241.9945   7.4275666e+12     0.047015648
 242.1223   7.9318818e+12     0.046992704
 242.2501   8.3601926e+12     0.046827249
 242.3778   7.9493941e+12     0.047015563
 242.5054   7.2569203e+12     0.047138963
 242.6330   7.7978151e+12      0.04706309
 242.7604   8.8586584e+12     0.047020629
 242.8878    8.434544e+12      0.04677964
 243.0151   7.9497134e+12     0.046825178
 243.1423   8.4036535e+12     0.047047671
 243.2694   7.9231021e+12     0.046976853
 243.3965   7.3759913e+12     0.047070481
 243.5234   7.0091979e+12     0.047104873
 243.6503   6.5995874e+12      0.04705324
 243.7771   7.2370162e+12     0.047140211
 243.9038    7.520407e+12     0.047106072
 244.0305   7.0119258e+12     0.047256362
 244.1570   7.6459944e+12     0.047253385
 244.2835   8.4139295e+12     0.047092665
 244.4099   7.7540649e+12      0.04709629
 244.5361   7.1562989e+12     0.047290459
 244.6624   6.9504331e+12     0.047445454
 244.7886   6.4084194e+12     0.047329918
 244.9146   6.0118527e+12     0.047368221
 245.0406    5.953944e+12     0.047240458
 245.1666   5.6555261e+12     0.047245312
 245.2924   5.3884276e+12     0.047373354
 245.4182   5.4028403e+12     0.047478333
 245.5438   5.7128507e+12     0.047540884
 245.6694   5.8401122e+12     0.047574464
 245.7950   6.0639538e+12     0.047287352
 245.9205   6.0782485e+12     0.047598198
 246.0458   5.7003318e+12      0.04776096
 246.1712   5.3015751e+12     0.047334466
 246.2963   4.9482071e+12     0.047330052
 246.4215   5.3288632e+12     0.047575694
 246.5466   5.9299364e+12     0.047588337
 246.6716   6.0642663e+12     0.047677327
 246.7965   6.3266342e+12     0.047804322
 246.9213   6.5494199e+12     0.047985632
 247.0461   6.5338448e+12     0.048060287
 247.1708   6.6487536e+12     0.047949012
 247.2954     6.14074e+12     0.048050154
