10
#Data type          : SCIAMACHY solar mean ref.
#L1b product        : SCI_NL__1PWDPA20100218_001751_000060192087_00031_41668_0110.N1
#Orbit nr.          : 41668
#Ver. Proc/Key/M/I/D: SciaL1c/6       03.10  -1.     500  nnnnnnnn
#Starttime          : 18-FEB-2010 00:17:50.881260
#L.12 : Number_of_pixels
#L.13 : Solar ID 
#L.14 : Orbit 
#L.15 : Date Time : yyyy mm dd hh mm ss
#L.16 : Npix lines : wavelength  irradiance
8192
D0
41668
2010  2 18  0 17 50
 212.5862   3.05444e+09
 212.7376  -2.78179e+09
 212.8889  -3.27190e+10
 213.0401  -1.22686e+11
 213.1912   1.00626e+11
 213.3421   3.40287e+12
 213.4928   7.69206e+12
 213.6434  -5.25345e+10
 213.7939  -5.88784e+11
 213.9443  -8.56517e+10
 214.0945   7.00756e+10
 214.2445   2.08467e+11
 214.3945   2.46953e+11
 214.5443   6.50400e+11
 214.6940   2.47733e+11
 214.8435   1.88178e+11
 214.9929   4.43394e+11
 215.1421   6.01297e+11
 215.2912   6.11804e+11
 215.4402   4.78205e+11
 215.5890   5.87576e+11
 215.7378   5.59299e+11
 215.8864   4.25753e+11
 216.0347   5.29444e+11
 216.1831   8.54533e+11
 216.3313   6.09743e+11
 216.4792   7.35599e+11
 216.6272   1.00392e+12
 216.7749   1.45552e+12
 216.9226   2.88132e+12
 217.0701   1.42918e+12
 217.2174   9.79147e+11
 217.3647   1.17358e+12
 217.5118   1.26943e+12
 217.6588   1.22035e+12
 217.8056   1.42144e+12
 217.9523   1.35598e+12
 218.0989   1.01634e+12
 218.2454   1.56361e+12
 218.3918   2.18146e+12
 218.5379   1.28420e+12
 218.6840   1.38043e+12
 218.8300   1.80017e+12
 218.9758   1.67401e+12
 219.1214   1.88138e+12
 219.2669   1.98744e+12
 219.4124   2.30026e+12
 219.5577   2.31006e+12
 219.7029   1.77639e+12
 219.8479   1.72578e+12
 219.9928   2.30671e+12
 220.1376   3.06290e+12
 220.2823   2.33044e+12
 220.4268   2.36856e+12
 220.5713   3.39976e+12
 220.7156   4.11248e+12
 220.8598   3.09949e+12
 221.0038   3.24180e+12
 221.1477   3.35081e+12
 221.2915   3.00550e+12
 221.4352   2.53828e+12
 221.5786   2.08677e+12
 221.7221   1.85526e+12
 221.8654   2.00742e+12
 222.0086   2.22113e+12
 222.1516   2.13663e+12
 222.2946   2.33147e+12
 222.4374   2.62644e+12
 222.5800   2.88343e+12
 222.7226   3.03199e+12
 222.8651   3.01509e+12
 223.0074   3.07220e+12
 223.1496   2.91701e+12
 223.2917   3.05243e+12
 223.4337   3.45429e+12
 223.5755   3.97618e+12
 223.7172   4.38097e+12
 223.8589   4.54258e+12
 224.0003   4.53593e+12
 224.1417   4.68649e+12
 224.2829   4.51362e+12
 224.4241   4.32209e+12
 224.5652   4.22920e+12
 224.7060   4.18531e+12
 224.8468   4.44940e+12
 224.9875   4.66179e+12
 225.1281   4.81499e+12
 225.2684   4.62118e+12
 225.4088   4.12202e+12
 225.5490   3.89604e+12
 225.6890   3.95981e+12
 225.8290   4.00551e+12
 225.9689   4.12284e+12
 226.1086   4.12196e+12
 226.2482   3.93658e+12
 226.3877   3.64405e+12
 226.5271   3.49592e+12
 226.6664   3.27977e+12
 226.8056   3.15945e+12
 226.9446   3.01487e+12
 227.0836   2.75895e+12
 227.2225   2.59574e+12
 227.3612   2.56124e+12
 227.4997   2.63350e+12
 227.6382   2.72521e+12
 227.7767   2.88959e+12
 227.9149   3.09137e+12
 228.0531   3.23469e+12
 228.1911   3.42173e+12
 228.3290   3.62094e+12
 228.4669   4.05252e+12
 228.6046   4.44221e+12
 228.7422   4.61553e+12
 228.8798   4.39167e+12
 229.0172   3.97536e+12
 229.1544   3.70150e+12
 229.2915   3.66515e+12
 229.4286   3.90052e+12
 229.5657   4.26915e+12
 229.7025   4.55723e+12
 229.8392   4.58793e+12
 229.9758   3.98847e+12
 230.1124   3.44078e+12
 230.2488   3.34362e+12
 230.3851   3.73317e+12
 230.5213   4.16795e+12
 230.6574   4.68564e+12
 230.7935   5.61945e+12
 230.9294   6.01522e+12
 231.0651   5.43847e+12
 231.2008   4.54541e+12
 231.3364   3.68019e+12
 231.4719   3.47396e+12
 231.6073   4.33698e+12
 231.7425   5.22383e+12
 231.8776   5.45905e+12
 232.0127   5.16320e+12
 232.1477   4.58069e+12
 232.2825   4.24283e+12
 232.4173   5.00781e+12
 232.5520   6.21020e+12
 232.6865   5.94855e+12
 232.8209   4.72344e+12
 232.9553   4.42299e+12
 233.0896   4.89006e+12
 233.2237   4.69490e+12
 233.3577   4.08700e+12
 233.4916   4.02344e+12
 233.6255   4.67054e+12
 233.7593   5.01551e+12
 233.8929   4.38130e+12
 234.0264   3.66655e+12
 234.1598   3.84298e+12
 234.2932   4.35162e+12
 234.4265   4.02954e+12
 234.5596   3.19048e+12
 234.6926   2.96716e+12
 234.8256   3.21340e+12
 234.9585   3.48448e+12
 235.0912   4.15036e+12
 235.2238   5.14843e+12
 235.3564   5.91382e+12
 235.4889   6.00302e+12
 235.6213   5.70359e+12
 235.7535   6.14935e+12
 235.8858   6.24496e+12
 236.0178   5.17792e+12
 236.1497   4.12283e+12
 236.2817   4.51324e+12
 236.4135   5.36149e+12
 236.5452   5.14440e+12
 236.6768   4.51615e+12
 236.8083   4.30854e+12
 236.9398   4.62625e+12
 237.0710   5.42695e+12
 237.2022   6.21655e+12
 237.3335   6.36831e+12
 237.4645   5.08912e+12
 237.5954   4.40549e+12
 237.7263   5.26502e+12
 237.8571   5.94527e+12
 237.9877   5.19224e+12
 238.1183   4.15506e+12
 238.2487   3.32108e+12
 238.3792   2.93358e+12
 238.5095   3.61622e+12
 238.6397   4.77692e+12
 238.7699   5.21384e+12
 238.8999   4.50491e+12
 239.0299   4.34260e+12
 239.1597   5.50270e+12
 239.2895   5.97347e+12
 239.4191   5.48462e+12
 239.5488   4.47597e+12
 239.6783   3.62902e+12
 239.8077   4.01457e+12
 239.9370   4.42922e+12
 240.0663   4.47221e+12
 240.1954   5.02076e+12
 240.3245   5.13914e+12
 240.4534   4.46956e+12
 240.5824   3.69613e+12
 240.7112   3.65190e+12
 240.8399   4.23305e+12
 240.9685   4.83658e+12
 241.0971   4.39121e+12
 241.2255   3.80902e+12
 241.3539   4.07342e+12
